  8.0000000e-001  0.0000000e+000  1.7043000e+002  0.0000000e+000  1.1150000e-003  2.4040000e-001  0.0000000e+000  7.2022000e+002  2.5768000e+003  0.0000000e+000  7.2111000e+002  2.7691000e+003  0.0000000e+000  2.0462000e+000  6.6628000e+000
  8.5000000e-001  0.0000000e+000  1.7296000e+002  0.0000000e+000  1.1180000e-003  2.2700000e-001  0.0000000e+000  7.3127000e+002  2.5787000e+003  0.0000000e+000  7.3222000e+002  2.7716000e+003  0.0000000e+000  2.0710000e+000  6.6421000e+000
  9.0000000e-001  0.0000000e+000  1.7538000e+002  0.0000000e+000  1.1210000e-003  2.1500000e-001  0.0000000e+000  7.4183000e+002  2.5805000e+003  0.0000000e+000  7.4283000e+002  2.7739000e+003  0.0000000e+000  2.0946000e+000  6.6226000e+000
  9.5000000e-001  0.0000000e+000  1.7769000e+002  0.0000000e+000  1.1240000e-003  2.0420000e-001  0.0000000e+000  7.5195000e+002  2.5821000e+003  0.0000000e+000  7.5302000e+002  2.7761000e+003  0.0000000e+000  2.1172000e+000  6.6041000e+000
  1.0000000e+000  0.0000000e+000  1.7991000e+002  0.0000000e+000  1.1270000e-003  1.9444000e-001  0.0000000e+000  7.6168000e+002  2.5836000e+003  0.0000000e+000  7.6281000e+002  2.7781000e+003  0.0000000e+000  2.1387000e+000  6.5865000e+000
  1.1000000e+000  0.0000000e+000  1.8409000e+002  0.0000000e+000  1.1330000e-003  1.7753000e-001  0.0000000e+000  7.8009000e+002  2.5864000e+003  0.0000000e+000  7.8134000e+002  2.8717000e+003  0.0000000e+000  2.1792000e+000  6.5536000e+000
  1.2000000e+000  0.0000000e+000  1.8799000e+002  0.0000000e+000  1.1390000e-003  1.6333000e-001  0.0000000e+000  7.9729000e+002  2.5888000e+003  0.0000000e+000  7.9865000e+002  2.7848000e+003  0.0000000e+000  2.2166000e+000  6.5233000e+000
  1.3000000e+000  0.0000000e+000  1.9164000e+002  0.0000000e+000  1.1440000e-003  1.5125000e-001  0.0000000e+000  8.1344000e+002  2.5910000e+003  0.0000000e+000  8.1493000e+002  2.7876000e+003  0.0000000e+000  2.2515000e+000  6.4953000e+000
  1.4000000e+000  0.0000000e+000  1.9507000e+002  0.0000000e+000  1.1490000e-003  1.4084000e-001  0.0000000e+000  8.2870000e+002  2.5928000e+003  0.0000000e+000  8.3030000e+002  2.7900000e+003  0.0000000e+000  2.2842000e+000  6.4693000e+000
  1.5000000e+000  0.0000000e+000  1.9832000e+002  0.0000000e+000  1.1540000e-003  1.3177000e-001  0.0000000e+000  8.4316000e+002  2.5945000e+003  0.0000000e+000  8.4489000e+002  2.7922000e+003  0.0000000e+000  2.3150000e+000  6.4448000e+000
  1.7500000e+000  0.0000000e+000  2.0576000e+002  0.0000000e+000  1.1660000e-003  1.1349000e-001  0.0000000e+000  8.7646000e+002  2.5978000e+003  0.0000000e+000  8.7850000e+002  2.7964000e+003  0.0000000e+000  2.3851000e+000  6.3896000e+000
  2.0000000e+000  0.0000000e+000  2.1242000e+002  0.0000000e+000  1.1770000e-003  9.9630000e-002  0.0000000e+000  9.0644000e+002  2.6003000e+003  0.0000000e+000  9.0879000e+002  2.7995000e+003  0.0000000e+000  2.4474000e+000  6.3409000e+000
